sequence_id,frame_id,actor_id,motion_type,joint_name,x,y,z,servo_1_pos,servo_2_pos,servo_3_pos,torque_1,torque_2,torque_3,motion_quality_score
92,32,actor_03,jumping,RightFoot,-0.023,1.494,1.037,22.5,34.21,77.81,0.254,0.319,0.387,0.758
92,33,actor_03,jumping,Head,0.432,1.342,0.335,89.21,3.82,9.58,0.224,0.112,0.336,0.758
92,33,actor_03,jumping,Spine,-0.136,1.467,-0.577,43.07,77.69,54.62,0.195,0.428,0.327,0.758
92,33,actor_03,jumping,LeftHand,-0.403,1.476,-0.564,70.41,72.4,77.79,0.374,0.215,0.461,0.758
92,33,actor_03,jumping,RightHand,-0.262,1.5,-0.206,80.77,28.88,62.21,0.155,0.237,0.104,0.758
92,33,actor_03,jumping,LeftFoot,-1.194,1.367,0.362,61.72,26.27,46.9,0.106,0.172,0.424,0.758
92,33,actor_03,jumping,RightFoot,0.845,1.576,-0.151,43.59,36.52,13.13,0.416,0.26,0.403,0.758
92,34,actor_03,jumping,Head,1.231,0.782,0.156,50.79,29.67,40.63,0.164,0.217,0.115,0.758
92,34,actor_03,jumping,Spine,1.152,1.461,-0.139,5.86,56.63,8.47,0.488,0.324,0.244,0.758
92,34,actor_03,jumping,LeftHand,-0.119,1.52,-0.538,31.08,24.36,15.05,0.377,0.177,0.116,0.758
92,34,actor_03,jumping,RightHand,-0.419,1.842,0.602,38.52,48.91,11.19,0.357,0.141,0.388,0.758
92,34,actor_03,jumping,LeftFoot,-0.036,1.313,0.118,29.87,71.53,29.96,0.161,0.144,0.494,0.758
92,34,actor_03,jumping,RightFoot,-0.137,1.375,-0.197,40.04,82.91,34.3,0.446,0.379,0.192,0.758
92,35,actor_03,jumping,Head,-0.153,1.734,0.376,70.53,53.35,34.81,0.456,0.213,0.483,0.758
92,35,actor_03,jumping,Spine,-0.353,1.369,0.264,44.72,55.32,12.58,0.42,0.161,0.313,0.758
92,35,actor_03,jumping,LeftHand,-1.089,1.537,-0.14,40.97,6.87,28.6,0.14,0.285,0.416,0.758
92,35,actor_03,jumping,RightHand,0.07,1.539,-0.429,14.18,62.1,10.77,0.136,0.35,0.378,0.758
92,35,actor_03,jumping,LeftFoot,-0.078,1.491,0.342,21.47,39.85,33.49,0.342,0.437,0.416,0.758
92,35,actor_03,jumping,RightFoot,-0.076,1.542,-0.303,21.04,12.46,1.68,0.31,0.238,0.164,0.758
92,36,actor_03,jumping,Head,-0.146,1.427,-0.254,52.54,27.47,85.66,0.23,0.286,0.491,0.758
92,36,actor_03,jumping,Spine,-0.015,1.706,-0.051,72.1,71.26,55.32,0.356,0.266,0.479,0.758
92,36,actor_03,jumping,LeftHand,0.387,1.48,-0.247,82.12,22.96,44.76,0.481,0.483,0.157,0.758
92,36,actor_03,jumping,RightHand,-0.4,1.322,-0.024,79.78,71.73,84.64,0.143,0.188,0.434,0.758
92,36,actor_03,jumping,LeftFoot,0.574,1.575,-0.423,2.06,85.1,15.68,0.122,0.123,0.498,0.758
92,36,actor_03,jumping,RightFoot,-0.15,1.198,-0.372,13.17,53.98,48.24,0.104,0.121,0.279,0.758
92,37,actor_03,jumping,Head,-0.46,1.472,-0.419,0.91,73.6,50.7,0.396,0.339,0.328,0.758
92,37,actor_03,jumping,Spine,0.35,1.418,0.098,18.84,56.8,40.5,0.334,0.331,0.363,0.758
92,37,actor_03,jumping,LeftHand,-0.241,1.6,-0.395,7.14,44.15,56.61,0.49,0.31,0.431,0.758
92,37,actor_03,jumping,RightHand,0.445,1.482,0.028,8.12,12.57,43.87,0.118,0.391,0.183,0.758
92,37,actor_03,jumping,LeftFoot,-0.51,1.593,-0.222,25.28,38.16,63.6,0.157,0.457,0.298,0.758
92,37,actor_03,jumping,RightFoot,-0.719,1.539,0.908,43.42,14.07,60.84,0.433,0.187,0.326,0.758
92,38,actor_03,jumping,Head,0.158,1.549,-0.095,66.32,27.69,68.3,0.182,0.354,0.246,0.758
92,38,actor_03,jumping,Spine,-0.12,1.743,0.237,82.59,10.61,87.09,0.261,0.368,0.281,0.758
92,38,actor_03,jumping,LeftHand,-0.021,1.261,0.321,75.14,80.44,16.89,0.308,0.49,0.421,0.758
92,38,actor_03,jumping,RightHand,-0.683,1.483,0.144,8.91,79.23,33.76,0.143,0.479,0.482,0.758
92,38,actor_03,jumping,LeftFoot,0.079,1.464,0.374,33.63,71.5,31.5,0.232,0.251,0.291,0.758
92,38,actor_03,jumping,RightFoot,0.553,1.657,0.83,76.94,34.39,81.74,0.365,0.288,0.115,0.758
92,39,actor_03,jumping,Head,0.976,1.42,-0.438,47.02,12.05,77.52,0.245,0.389,0.417,0.758
92,39,actor_03,jumping,Spine,-0.463,1.454,-0.481,50.93,73.09,25.21,0.223,0.161,0.145,0.758
92,39,actor_03,jumping,LeftHand,0.207,1.462,0.198,36.25,30.67,47.46,0.384,0.28,0.269,0.758
92,39,actor_03,jumping,RightHand,1.014,1.563,0.45,8.98,57.28,7.9,0.31,0.277,0.393,0.758
92,39,actor_03,jumping,LeftFoot,-0.643,1.412,-1.132,16.3,3.5,84.14,0.233,0.43,0.254,0.758
92,39,actor_03,jumping,RightFoot,-1.549,1.76,0.043,29.03,44.27,9.82,0.4,0.252,0.406,0.758
92,40,actor_03,jumping,Head,0.841,1.484,0.5,61.97,69.19,22.67,0.151,0.24,0.282,0.758
92,40,actor_03,jumping,Spine,-0.376,1.343,0.319,25.57,8.03,11.47,0.391,0.244,0.282,0.758
92,40,actor_03,jumping,LeftHand,-0.103,1.524,0.023,32.93,75.82,35.82,0.221,0.471,0.321,0.758
92,40,actor_03,jumping,RightHand,0.057,1.674,-0.088,12.44,30.66,41.28,0.128,0.494,0.329,0.758
92,40,actor_03,jumping,LeftFoot,-0.651,1.15,0.08,71.13,52.95,40.7,0.432,0.473,0.224,0.758
92,40,actor_03,jumping,RightFoot,-0.947,1.709,-0.038,59.08,71.6,0.54,0.291,0.28,0.272,0.758
92,41,actor_03,jumping,Head,0.332,1.439,0.588,56.6,0.64,23.62,0.154,0.112,0.403,0.758
92,41,actor_03,jumping,Spine,0.266,1.313,-0.267,24.41,44.96,3.57,0.408,0.448,0.142,0.758
92,41,actor_03,jumping,LeftHand,-0.128,1.172,0.652,74.47,1.59,5.13,0.455,0.328,0.166,0.758
92,41,actor_03,jumping,RightHand,0.379,1.667,0.657,51.22,82.4,7.07,0.279,0.144,0.343,0.758
92,41,actor_03,jumping,LeftFoot,0.016,1.622,0.44,59.45,14.83,84.63,0.155,0.146,0.113,0.758
92,41,actor_03,jumping,RightFoot,-1.155,1.415,-0.032,86.42,37.03,78.22,0.354,0.454,0.3,0.758
92,42,actor_03,jumping,Head,0.139,1.79,0.007,0.66,55.0,55.12,0.347,0.33,0.241,0.758
92,42,actor_03,jumping,Spine,0.311,1.187,-0.817,7.6,76.85,44.74,0.468,0.261,0.212,0.758
92,42,actor_03,jumping,LeftHand,0.255,1.234,0.752,20.16,81.86,58.26,0.153,0.148,0.212,0.758
92,42,actor_03,jumping,RightHand,0.828,1.572,-0.926,33.89,89.12,16.69,0.441,0.339,0.429,0.758
92,42,actor_03,jumping,LeftFoot,-0.39,1.276,-1.123,3.55,61.28,32.1,0.407,0.137,0.369,0.758
92,42,actor_03,jumping,RightFoot,0.913,1.518,0.049,0.95,3.8,84.29,0.205,0.453,0.261,0.758
92,43,actor_03,jumping,Head,-0.467,1.548,0.038,66.97,20.87,77.16,0.441,0.249,0.104,0.758
92,43,actor_03,jumping,Spine,0.145,1.445,-0.325,39.88,26.67,70.25,0.173,0.372,0.168,0.758
92,43,actor_03,jumping,LeftHand,0.955,1.246,-1.029,56.43,33.52,27.47,0.394,0.192,0.249,0.758
92,43,actor_03,jumping,RightHand,-0.188,1.988,-0.337,83.48,78.85,55.07,0.439,0.427,0.238,0.758
92,43,actor_03,jumping,LeftFoot,-0.718,1.411,-0.706,62.68,34.35,9.59,0.189,0.44,0.203,0.758
92,43,actor_03,jumping,RightFoot,0.071,1.533,1.08,30.42,58.8,22.63,0.284,0.102,0.245,0.758
92,44,actor_03,jumping,Head,-0.275,1.253,0.103,87.4,25.96,69.69,0.184,0.257,0.498,0.758
92,44,actor_03,jumping,Spine,0.29,1.632,0.681,34.43,18.4,68.47,0.244,0.161,0.448,0.758
92,44,actor_03,jumping,LeftHand,0.605,1.797,-0.425,83.7,44.11,30.38,0.256,0.176,0.436,0.758
92,44,actor_03,jumping,RightHand,-0.207,1.792,0.079,58.5,64.32,70.23,0.104,0.144,0.356,0.758
92,44,actor_03,jumping,LeftFoot,0.009,1.057,-0.537,45.26,35.89,47.19,0.166,0.169,0.11,0.758
92,44,actor_03,jumping,RightFoot,0.197,1.563,-0.26,49.15,65.6,68.33,0.402,0.482,0.285,0.758
92,45,actor_03,jumping,Head,-0.639,1.848,-0.631,53.59,77.77,36.01,0.296,0.47,0.276,0.758
92,45,actor_03,jumping,Spine,-0.14,1.312,0.011,64.6,61.01,24.95,0.386,0.334,0.207,0.758
92,45,actor_03,jumping,LeftHand,-0.538,1.293,0.009,39.89,70.74,42.41,0.191,0.254,0.215,0.758
92,45,actor_03,jumping,RightHand,0.716,1.402,0.483,84.61,18.26,65.6,0.237,0.164,0.371,0.758
92,45,actor_03,jumping,LeftFoot,0.394,1.587,0.28,36.07,39.11,40.54,0.225,0.366,0.495,0.758
92,45,actor_03,jumping,RightFoot,0.065,1.483,0.869,14.98,45.33,14.28,0.498,0.263,0.333,0.758
92,46,actor_03,jumping,Head,-0.158,1.534,0.312,2.09,68.88,31.21,0.46,0.375,0.441,0.758
92,46,actor_03,jumping,Spine,-0.099,1.365,-0.27,53.44,59.58,82.12,0.491,0.276,0.376,0.758
92,46,actor_03,jumping,LeftHand,0.522,1.476,0.358,88.15,88.3,31.85,0.238,0.141,0.359,0.758
92,46,actor_03,jumping,RightHand,-1.098,1.583,0.949,10.02,45.79,79.36,0.304,0.434,0.335,0.758
92,46,actor_03,jumping,LeftFoot,-0.06,1.175,0.145,71.97,4.0,17.45,0.251,0.225,0.391,0.758
92,46,actor_03,jumping,RightFoot,0.972,1.355,0.715,84.93,3.61,10.57,0.102,0.122,0.397,0.758
92,47,actor_03,jumping,Head,-0.021,1.632,0.683,26.93,44.51,22.58,0.253,0.194,0.267,0.758
92,47,actor_03,jumping,Spine,-0.09,1.368,0.714,89.66,29.05,82.81,0.158,0.146,0.262,0.758
92,47,actor_03,jumping,LeftHand,0.387,1.582,-0.168,87.35,60.0,56.21,0.294,0.174,0.161,0.758
92,47,actor_03,jumping,RightHand,0.243,1.218,0.24,44.51,25.6,89.33,0.271,0.175,0.152,0.758
92,47,actor_03,jumping,LeftFoot,0.331,1.805,0.328,29.42,68.26,49.43,0.386,0.461,0.203,0.758
92,47,actor_03,jumping,RightFoot,0.13,1.464,-0.388,85.8,88.73,11.8,0.437,0.101,0.144,0.758
92,48,actor_03,jumping,Head,-0.634,1.501,0.299,4.57,18.43,26.97,0.202,0.136,0.382,0.758
92,48,actor_03,jumping,Spine,-0.32,0.931,-0.855,16.78,42.93,9.86,0.103,0.222,0.15,0.758
92,48,actor_03,jumping,LeftHand,-0.319,1.737,0.279,70.15,16.92,24.51,0.315,0.394,0.445,0.758
92,48,actor_03,jumping,RightHand,-0.443,1.44,0.227,41.4,60.16,14.82,0.421,0.101,0.263,0.758
92,48,actor_03,jumping,LeftFoot,0.776,1.324,0.653,88.1,46.03,27.51,0.471,0.127,0.381,0.758
92,48,actor_03,jumping,RightFoot,0.089,2.002,-0.442,41.99,22.52,67.68,0.145,0.142,0.477,0.758
92,49,actor_03,jumping,Head,-0.225,1.675,-0.743,46.02,42.81,27.06,0.146,0.488,0.467,0.758
92,49,actor_03,jumping,Spine,-1.15,1.682,0.414,65.99,33.43,63.08,0.214,0.161,0.232,0.758
92,49,actor_03,jumping,LeftHand,-0.01,1.376,0.324,78.29,21.87,2.36,0.269,0.424,0.162,0.758
92,49,actor_03,jumping,RightHand,0.105,1.63,-0.12,58.45,6.48,46.64,0.467,0.361,0.177,0.758
92,49,actor_03,jumping,LeftFoot,0.203,1.302,0.5,26.07,13.51,56.43,0.347,0.203,0.2,0.758
92,49,actor_03,jumping,RightFoot,-0.546,1.719,-0.163,23.97,6.82,66.2,0.445,0.222,0.346,0.758
92,50,actor_03,jumping,Head,-0.285,1.688,-0.548,20.37,42.99,36.16,0.312,0.308,0.188,0.758
92,50,actor_03,jumping,Spine,-0.138,1.551,0.276,10.15,5.68,30.86,0.122,0.491,0.476,0.758
92,50,actor_03,jumping,LeftHand,0.222,1.37,0.2,80.62,30.29,44.88,0.464,0.342,0.365,0.758
92,50,actor_03,jumping,RightHand,0.915,1.304,-0.093,21.58,28.4,16.42,0.228,0.33,0.444,0.758
92,50,actor_03,jumping,LeftFoot,0.542,1.312,-0.833,89.74,24.19,18.13,0.17,0.119,0.424,0.758
92,50,actor_03,jumping,RightFoot,-0.092,1.794,-0.39,87.99,4.0,12.13,0.246,0.134,0.373,0.758
93,1,actor_03,sitting,Head,-0.216,1.61,-1.096,31.32,37.96,80.91,0.19,0.232,0.228,0.807
93,1,actor_03,sitting,Spine,0.168,1.084,-0.221,35.77,64.48,50.38,0.26,0.285,0.155,0.807
93,1,actor_03,sitting,LeftHand,-0.243,1.321,-0.625,62.45,61.44,68.52,0.137,0.161,0.109,0.807
93,1,actor_03,sitting,RightHand,-0.516,1.547,0.314,28.85,74.59,30.74,0.233,0.304,0.494,0.807
93,1,actor_03,sitting,LeftFoot,1.385,1.635,-0.856,63.03,36.0,27.54,0.112,0.18,0.13,0.807
93,1,actor_03,sitting,RightFoot,0.502,1.342,-0.471,62.93,25.74,64.56,0.357,0.436,0.188,0.807
93,2,actor_03,sitting,Head,-0.467,1.101,0.269,74.76,17.77,44.66,0.495,0.312,0.269,0.807
93,2,actor_03,sitting,Spine,-0.496,1.697,-0.337,12.59,4.19,86.79,0.179,0.154,0.444,0.807
93,2,actor_03,sitting,LeftHand,-0.424,1.825,0.529,4.74,70.86,63.28,0.16,0.107,0.457,0.807
93,2,actor_03,sitting,RightHand,-0.424,1.546,0.728,71.72,68.47,26.82,0.21,0.324,0.423,0.807
93,2,actor_03,sitting,LeftFoot,0.291,1.242,-0.585,44.66,46.0,10.53,0.128,0.433,0.192,0.807
93,2,actor_03,sitting,RightFoot,-0.262,1.411,0.009,13.33,11.59,77.7,0.411,0.188,0.281,0.807
93,3,actor_03,sitting,Head,0.014,1.598,0.308,83.5,67.05,75.19,0.239,0.303,0.402,0.807
93,3,actor_03,sitting,Spine,0.25,1.448,-0.018,76.42,87.49,71.98,0.298,0.245,0.329,0.807
93,3,actor_03,sitting,LeftHand,-0.859,1.324,-0.151,82.28,55.03,61.2,0.312,0.381,0.219,0.807
93,3,actor_03,sitting,RightHand,0.332,1.133,0.26,8.18,84.83,71.97,0.181,0.289,0.475,0.807
93,3,actor_03,sitting,LeftFoot,0.531,1.674,-0.655,86.93,79.14,37.0,0.347,0.22,0.44,0.807
93,3,actor_03,sitting,RightFoot,-0.428,1.561,0.024,42.7,24.39,53.09,0.409,0.235,0.474,0.807
93,4,actor_03,sitting,Head,-0.2,1.82,-0.058,5.42,76.63,30.03,0.413,0.448,0.278,0.807
93,4,actor_03,sitting,Spine,-1.07,1.216,-0.485,69.72,29.24,65.87,0.382,0.139,0.385,0.807
93,4,actor_03,sitting,LeftHand,-0.271,1.506,0.03,20.79,29.63,58.82,0.476,0.396,0.118,0.807
93,4,actor_03,sitting,RightHand,-0.393,1.351,-0.177,28.5,69.14,45.63,0.424,0.499,0.438,0.807
93,4,actor_03,sitting,LeftFoot,-0.073,1.204,-0.05,16.28,13.85,30.65,0.32,0.138,0.193,0.807
93,4,actor_03,sitting,RightFoot,-0.256,1.195,-0.309,55.25,16.97,48.44,0.151,0.171,0.252,0.807
93,5,actor_03,sitting,Head,-0.66,1.369,-0.175,74.13,10.33,61.37,0.222,0.409,0.308,0.807
93,5,actor_03,sitting,Spine,0.511,1.56,0.355,24.19,53.0,33.51,0.234,0.228,0.236,0.807
93,5,actor_03,sitting,LeftHand,0.71,1.331,-0.376,7.03,61.97,69.62,0.353,0.316,0.312,0.807
93,5,actor_03,sitting,RightHand,-0.466,1.453,0.773,0.6,2.56,53.74,0.451,0.162,0.376,0.807
93,5,actor_03,sitting,LeftFoot,0.248,1.334,-0.121,48.95,34.56,22.47,0.186,0.325,0.406,0.807
93,5,actor_03,sitting,RightFoot,0.163,1.543,-0.637,38.77,68.33,5.28,0.45,0.235,0.47,0.807
93,6,actor_03,sitting,Head,0.567,0.969,0.907,8.32,17.21,52.49,0.391,0.191,0.105,0.807
93,6,actor_03,sitting,Spine,-0.363,1.125,0.424,16.27,59.03,68.97,0.43,0.206,0.401,0.807
93,6,actor_03,sitting,LeftHand,0.687,1.434,-0.021,28.33,9.13,89.75,0.115,0.396,0.101,0.807
93,6,actor_03,sitting,RightHand,0.215,1.587,0.236,38.36,7.58,50.83,0.255,0.269,0.215,0.807
93,6,actor_03,sitting,LeftFoot,0.355,1.559,-0.029,84.63,17.38,12.16,0.282,0.293,0.144,0.807
93,6,actor_03,sitting,RightFoot,-0.699,1.564,0.642,55.76,29.8,1.08,0.31,0.481,0.107,0.807
93,7,actor_03,sitting,Head,-0.699,1.427,-0.672,35.24,28.99,34.97,0.207,0.32,0.242,0.807
93,7,actor_03,sitting,Spine,0.048,1.183,0.275,13.07,50.22,21.89,0.223,0.154,0.439,0.807
93,7,actor_03,sitting,LeftHand,-0.726,1.318,0.4,47.44,18.0,63.53,0.49,0.175,0.347,0.807
93,7,actor_03,sitting,RightHand,0.46,1.79,-0.436,71.0,11.6,33.09,0.319,0.445,0.136,0.807
93,7,actor_03,sitting,LeftFoot,-0.233,1.666,0.095,27.74,66.1,70.6,0.468,0.401,0.433,0.807
93,7,actor_03,sitting,RightFoot,0.407,1.339,-0.127,67.56,85.81,82.11,0.321,0.184,0.338,0.807
93,8,actor_03,sitting,Head,-0.267,1.76,0.182,58.25,65.91,61.5,0.159,0.37,0.222,0.807
93,8,actor_03,sitting,Spine,-1.392,1.087,-0.29,45.68,29.16,29.96,0.453,0.109,0.192,0.807
93,8,actor_03,sitting,LeftHand,-0.351,1.546,-1.069,42.98,13.23,27.08,0.337,0.489,0.14,0.807
93,8,actor_03,sitting,RightHand,0.769,1.627,0.622,4.33,69.28,17.34,0.141,0.203,0.293,0.807
93,8,actor_03,sitting,LeftFoot,-0.853,1.678,0.158,69.82,61.41,18.17,0.158,0.481,0.387,0.807
93,8,actor_03,sitting,RightFoot,-0.801,1.634,0.179,32.77,14.95,49.07,0.298,0.116,0.411,0.807
93,9,actor_03,sitting,Head,-0.204,1.108,-0.395,31.76,34.49,74.09,0.222,0.231,0.13,0.807
93,9,actor_03,sitting,Spine,-0.62,1.458,1.26,63.52,41.88,5.36,0.292,0.45,0.102,0.807
93,9,actor_03,sitting,LeftHand,-0.097,1.123,0.167,14.54,54.16,59.83,0.126,0.478,0.374,0.807
93,9,actor_03,sitting,RightHand,-0.624,1.248,-0.008,3.17,62.2,19.78,0.391,0.251,0.324,0.807
93,9,actor_03,sitting,LeftFoot,0.108,1.727,-0.783,74.77,6.91,73.08,0.336,0.146,0.246,0.807
93,9,actor_03,sitting,RightFoot,-0.746,1.279,-0.001,56.81,15.9,54.02,0.144,0.177,0.355,0.807
93,10,actor_03,sitting,Head,-0.108,1.771,0.385,62.32,75.89,62.87,0.465,0.27,0.172,0.807
93,10,actor_03,sitting,Spine,-0.857,1.88,0.646,20.62,89.68,37.02,0.12,0.183,0.393,0.807
93,10,actor_03,sitting,LeftHand,0.882,1.696,0.041,7.73,36.96,39.65,0.349,0.144,0.342,0.807
93,10,actor_03,sitting,RightHand,0.103,1.561,0.145,69.88,47.81,15.13,0.242,0.109,0.147,0.807
93,10,actor_03,sitting,LeftFoot,-0.313,1.668,0.598,18.39,72.38,86.74,0.348,0.343,0.131,0.807
93,10,actor_03,sitting,RightFoot,-0.714,1.531,0.306,50.61,5.4,57.02,0.465,0.118,0.353,0.807
93,11,actor_03,sitting,Head,0.178,1.088,0.496,62.38,37.33,40.01,0.224,0.33,0.264,0.807
93,11,actor_03,sitting,Spine,0.086,1.668,-0.03,56.5,23.09,52.03,0.454,0.109,0.441,0.807
93,11,actor_03,sitting,LeftHand,-0.476,1.323,0.046,44.83,73.08,26.67,0.164,0.176,0.381,0.807
93,11,actor_03,sitting,RightHand,0.445,2.011,-0.348,87.94,24.09,14.02,0.264,0.345,0.449,0.807
93,11,actor_03,sitting,LeftFoot,0.188,1.375,1.315,54.53,8.18,17.3,0.249,0.475,0.326,0.807
93,11,actor_03,sitting,RightFoot,1.1,1.675,0.223,10.47,40.33,46.02,0.382,0.457,0.378,0.807
93,12,actor_03,sitting,Head,-0.675,1.779,0.773,6.08,80.24,8.55,0.347,0.127,0.474,0.807
93,12,actor_03,sitting,Spine,-0.682,1.729,-0.317,7.35,85.15,59.68,0.163,0.243,0.469,0.807
93,12,actor_03,sitting,LeftHand,0.628,1.55,0.13,73.72,65.43,57.65,0.291,0.495,0.175,0.807
93,12,actor_03,sitting,RightHand,0.189,1.336,0.561,31.97,18.22,62.86,0.309,0.106,0.391,0.807
93,12,actor_03,sitting,LeftFoot,1.019,1.675,-1.158,56.05,83.96,48.18,0.321,0.397,0.179,0.807
93,12,actor_03,sitting,RightFoot,-0.485,1.752,-0.247,31.52,5.73,60.27,0.297,0.487,0.47,0.807
93,13,actor_03,sitting,Head,-0.006,1.38,-0.59,60.61,52.17,1.56,0.384,0.394,0.222,0.807
93,13,actor_03,sitting,Spine,-0.394,1.239,-0.256,8.39,42.23,76.76,0.217,0.275,0.253,0.807
93,13,actor_03,sitting,LeftHand,0.223,1.458,0.179,62.1,67.18,33.99,0.379,0.469,0.372,0.807
93,13,actor_03,sitting,RightHand,-0.273,1.515,0.08,28.03,8.99,43.9,0.304,0.163,0.476,0.807
93,13,actor_03,sitting,LeftFoot,0.14,1.681,-0.519,82.72,69.18,83.84,0.258,0.466,0.261,0.807
93,13,actor_03,sitting,RightFoot,0.204,1.833,-0.082,80.04,50.95,72.79,0.407,0.415,0.273,0.807
93,14,actor_03,sitting,Head,0.315,1.458,-0.374,50.84,61.97,65.89,0.334,0.362,0.28,0.807
93,14,actor_03,sitting,Spine,0.167,1.478,0.382,70.8,19.0,51.8,0.296,0.175,0.218,0.807
93,14,actor_03,sitting,LeftHand,0.449,1.226,-0.468,55.76,27.52,7.12,0.315,0.479,0.212,0.807
93,14,actor_03,sitting,RightHand,-0.413,1.376,-0.119,69.91,67.78,61.23,0.315,0.413,0.418,0.807
93,14,actor_03,sitting,LeftFoot,0.145,1.179,-0.028,81.01,24.63,11.83,0.207,0.367,0.108,0.807
93,14,actor_03,sitting,RightFoot,0.338,1.344,0.497,38.8,24.83,85.8,0.292,0.231,0.176,0.807
93,15,actor_03,sitting,Head,0.095,1.588,0.068,0.39,33.7,2.79,0.464,0.385,0.25,0.807
93,15,actor_03,sitting,Spine,-0.216,1.694,0.215,70.08,82.86,41.58,0.206,0.283,0.257,0.807
93,15,actor_03,sitting,LeftHand,-0.222,1.514,-0.562,42.25,59.86,19.29,0.234,0.169,0.361,0.807
93,15,actor_03,sitting,RightHand,-0.441,1.447,0.541,18.92,38.68,52.67,0.318,0.134,0.468,0.807
93,15,actor_03,sitting,LeftFoot,0.641,1.136,0.208,89.84,28.67,41.24,0.179,0.361,0.319,0.807
93,15,actor_03,sitting,RightFoot,0.865,1.379,0.132,33.41,71.06,55.1,0.368,0.412,0.352,0.807
93,16,actor_03,sitting,Head,-0.689,1.624,-0.409,55.36,61.48,55.96,0.359,0.242,0.495,0.807
93,16,actor_03,sitting,Spine,0.238,1.43,0.179,6.51,72.71,50.05,0.428,0.254,0.36,0.807
93,16,actor_03,sitting,LeftHand,-0.641,1.719,0.001,64.59,87.5,41.64,0.166,0.299,0.358,0.807
93,16,actor_03,sitting,RightHand,0.052,1.687,-0.628,63.14,10.4,45.72,0.448,0.218,0.267,0.807
93,16,actor_03,sitting,LeftFoot,0.423,1.569,1.236,69.91,83.6,10.03,0.121,0.401,0.289,0.807
93,16,actor_03,sitting,RightFoot,0.068,1.474,0.507,37.72,56.7,86.92,0.485,0.208,0.237,0.807
93,17,actor_03,sitting,Head,0.05,1.128,-0.67,69.29,67.69,14.96,0.273,0.453,0.19,0.807
93,17,actor_03,sitting,Spine,0.342,1.67,0.074,22.79,0.94,61.94,0.407,0.23,0.277,0.807
93,17,actor_03,sitting,LeftHand,0.627,1.514,0.527,69.51,29.02,35.82,0.269,0.39,0.417,0.807
93,17,actor_03,sitting,RightHand,0.571,1.852,0.339,33.54,35.27,5.44,0.17,0.39,0.439,0.807
93,17,actor_03,sitting,LeftFoot,1.021,1.381,-0.182,42.08,40.27,33.11,0.212,0.434,0.318,0.807
93,17,actor_03,sitting,RightFoot,0.589,1.484,-0.069,87.46,13.69,71.35,0.119,0.436,0.332,0.807
93,18,actor_03,sitting,Head,0.102,1.525,0.098,69.93,55.41,80.0,0.341,0.346,0.203,0.807
93,18,actor_03,sitting,Spine,-0.259,1.753,-0.935,25.6,9.32,27.59,0.459,0.207,0.153,0.807
93,18,actor_03,sitting,LeftHand,-0.388,1.733,0.117,45.51,3.37,58.06,0.132,0.128,0.132,0.807
93,18,actor_03,sitting,RightHand,0.536,0.997,-0.402,43.85,32.13,54.04,0.106,0.102,0.188,0.807
93,18,actor_03,sitting,LeftFoot,-0.183,1.247,0.628,70.14,5.81,10.7,0.44,0.349,0.262,0.807
93,18,actor_03,sitting,RightFoot,0.402,1.726,-0.13,17.39,59.34,40.39,0.114,0.158,0.29,0.807
93,19,actor_03,sitting,Head,-0.075,1.421,0.721,46.3,11.13,83.5,0.483,0.421,0.229,0.807
93,19,actor_03,sitting,Spine,-0.02,1.782,0.744,36.11,8.49,51.55,0.282,0.37,0.317,0.807
93,19,actor_03,sitting,LeftHand,0.351,1.354,0.724,71.9,74.39,69.24,0.255,0.213,0.322,0.807
93,19,actor_03,sitting,RightHand,0.083,1.823,0.224,36.92,25.41,1.82,0.409,0.264,0.426,0.807
93,19,actor_03,sitting,LeftFoot,0.115,1.476,-0.06,21.52,68.0,88.68,0.396,0.483,0.4,0.807
93,19,actor_03,sitting,RightFoot,0.035,1.627,0.428,14.94,86.89,86.25,0.386,0.25,0.264,0.807
93,20,actor_03,sitting,Head,-1.025,1.62,-1.099,13.41,53.76,42.36,0.338,0.417,0.243,0.807
93,20,actor_03,sitting,Spine,0.453,1.614,0.082,0.42,18.22,40.67,0.155,0.101,0.101,0.807
93,20,actor_03,sitting,LeftHand,-0.064,1.458,-0.005,72.36,29.33,13.91,0.258,0.421,0.245,0.807
93,20,actor_03,sitting,RightHand,0.493,1.42,-0.256,29.87,26.97,67.29,0.389,0.386,0.129,0.807
93,20,actor_03,sitting,LeftFoot,-0.631,1.656,0.226,85.27,62.57,30.27,0.322,0.205,0.116,0.807
93,20,actor_03,sitting,RightFoot,0.788,1.387,1.134,14.48,22.54,5.67,0.106,0.237,0.337,0.807
93,21,actor_03,sitting,Head,0.962,1.143,-0.353,37.22,89.94,40.88,0.294,0.167,0.109,0.807
93,21,actor_03,sitting,Spine,0.888,1.965,-0.385,35.18,24.9,75.27,0.199,0.224,0.342,0.807
93,21,actor_03,sitting,LeftHand,-0.076,1.553,0.262,6.78,69.73,9.94,0.138,0.306,0.201,0.807
93,21,actor_03,sitting,RightHand,-0.514,1.177,-0.295,55.27,10.38,30.14,0.139,0.154,0.306,0.807
93,21,actor_03,sitting,LeftFoot,-0.137,1.514,0.804,29.38,54.71,76.65,0.312,0.177,0.163,0.807
93,21,actor_03,sitting,RightFoot,-0.22,1.912,-0.43,21.93,8.29,75.49,0.123,0.257,0.161,0.807
